City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
196,Ledyard,US,2022-04-26 23:43:00,41.4398,-72.0142,54.18,87,100,5.75
197,Bereda,ES,2022-04-26 23:43:01,43.2686,-7.5406,49.57,100,62,0.92
198,Bell Ville,AR,2022-04-26 23:43:01,-32.6259,-62.6887,72.81,70,7,11.23
199,Opuwo,NA,2022-04-26 23:43:01,-18.0607,13.84,65.39,46,4,2.55
200,Ahuimanu,US,2022-04-26 23:43:02,21.4447,-157.8378,83.91,62,100,11.5
201,Simcoe,CA,2022-04-26 23:38:58,42.8334,-80.2997,44.13,80,100,12.95
202,Duncan,US,2022-04-26 23:43:02,34.5023,-97.9578,71.82,26,0,13.8
203,Kamaishi,JP,2022-04-26 23:43:03,39.2667,141.8833,55.18,88,100,9.82
204,Souillac,MU,2022-04-26 23:43:03,-20.5167,57.5167,73.78,88,40,4.61
205,Luanda,AO,2022-04-26 23:43:03,-8.8368,13.2343,75.6,90,100,6.55
206,Erzin,TR,2022-04-26 23:42:16,36.9559,36.2,62.22,50,1,2.82
207,Moranbah,AU,2022-04-26 23:43:04,-22.0016,148.0466,70.77,83,90,13.27
208,Naica,MX,2022-04-26 23:43:04,27.85,-105.4833,81.32,29,51,10.83
209,Celestun,MX,2022-04-26 23:43:05,20.8667,-90.4,80.38,74,21,18.99
210,Avarua,CK,2022-04-26 23:43:05,-21.2078,-159.775,84.25,79,20,8.05
211,Adrar,MR,2022-04-26 23:43:05,20.5022,-10.0711,70.66,33,0,10.45
212,Eresos,GR,2022-04-26 23:43:06,39.1667,25.9333,62.17,82,52,5.3
213,Alofi,NU,2022-04-26 23:38:21,-19.0595,-169.9187,76.89,22,100,3.44
214,Vestmannaeyjar,IS,2022-04-26 23:43:06,63.4427,-20.2734,45.82,80,100,4.32
215,Dobrokoz,HU,2022-04-26 23:43:07,46.4218,18.2395,52.61,92,82,4.14
216,Alice Springs,AU,2022-04-26 23:42:34,-23.7,133.8833,71.15,32,78,5.75
217,Lima,PE,2022-04-26 23:39:02,-12.0432,-77.0282,74.89,65,0,13.8
218,Soverato,IT,2022-04-26 23:43:08,38.685,16.5499,61.16,45,0,6.26
219,Sirjan,IR,2022-04-26 23:43:08,29.452,55.6814,62.42,43,100,3.53
220,Oktyabrskiy,RU,2022-04-26 23:43:09,54.4815,53.471,57.34,65,51,14.34
221,Tessalit,ML,2022-04-26 23:43:09,20.1986,1.0114,76.59,20,0,8.46
